Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154bvb,ark:/21198/zz001549cm,2,Completed,ChildWork,scwu/images/masters/21198-zz00154bvb-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154bwv,ark:/21198/zz001549cm,2,Completed,ChildWork,scwu/images/masters/21198-zz00154bwv-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154bxc,ark:/21198/zz001549cm,2,Completed,ChildWork,scwu/images/masters/21198-zz00154bxc-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154bzw,ark:/21198/zz001549cm,2,Completed,ChildWork,scwu/images/masters/21198-zz00154bzw-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154c0w,ark:/21198/zz001549cm,2,Completed,ChildWork,scwu/images/masters/21198-zz00154c0w-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154c1d,ark:/21198/zz001549cm,2,Completed,ChildWork,scwu/images/masters/21198-zz00154c1d-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154c2x,ark:/21198/zz001549cm,2,Completed,ChildWork,scwu/images/masters/21198-zz00154c2x-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154c3f,ark:/21198/zz001549cm,2,Completed,ChildWork,scwu/images/masters/21198-zz00154c3f-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154c4z,ark:/21198/zz001549cm,2,Completed,ChildWork,scwu/images/masters/21198-zz00154c4z-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154c5g,ark:/21198/zz001549cm,2,Completed,ChildWork,scwu/images/masters/21198-zz00154c5g-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154c60,ark:/21198/zz001549d4,2,Completed,ChildWork,scwu/images/masters/21198-zz00154c60-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154c7h,ark:/21198/zz001549fn,2,Completed,ChildWork,scwu/images/masters/21198-zz00154c7h-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154c81,ark:/21198/zz001549d4,2,Completed,ChildWork,scwu/images/masters/21198-zz00154c81-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154c9j,ark:/21198/zz001549d4,2,Completed,ChildWork,scwu/images/masters/21198-zz00154c9j-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cb2,ark:/21198/zz001549d4,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cb2-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cck,ark:/21198/zz001549d4,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cck-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cd3,ark:/21198/zz001549d4,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cd3-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cfm,ark:/21198/zz001549fn,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cfm-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cg4,ark:/21198/zz001549fn,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cg4-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154chn,ark:/21198/zz001549fn,2,Completed,ChildWork,scwu/images/masters/21198-zz00154chn-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cj5,ark:/21198/zz001549fn,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cj5-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154ckp,ark:/21198/zz001549fn,2,Completed,ChildWork,scwu/images/masters/21198-zz00154ckp-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cm6,ark:/21198/zz001549fn,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cm6-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cnq,ark:/21198/zz001549fn,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cnq-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cp7,ark:/21198/zz001549fn,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cp7-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cqr,ark:/21198/zz001549fn,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cqr-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cr8,ark:/21198/zz001549g5,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cr8-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154css,ark:/21198/zz001549g5,2,Completed,ChildWork,scwu/images/masters/21198-zz00154css-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154ct9,ark:/21198/zz001549g5,2,Completed,ChildWork,scwu/images/masters/21198-zz00154ct9-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cvt,ark:/21198/zz001549g5,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cvt-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cwb,ark:/21198/zz001549g5,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cwb-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154cxv,ark:/21198/zz001549g5,2,Completed,ChildWork,scwu/images/masters/21198-zz00154cxv-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154czc,ark:/21198/zz001549g5,2,Completed,ChildWork,scwu/images/masters/21198-zz00154czc-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154d0c,ark:/21198/zz001549g5,2,Completed,ChildWork,scwu/images/masters/21198-zz00154d0c-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154d1w,ark:/21198/zz001549g5,2,Completed,ChildWork,scwu/images/masters/21198-zz00154d1w-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154d2d,ark:/21198/zz001549g5,2,Completed,ChildWork,scwu/images/masters/21198-zz00154d2d-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154d3x,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154d3x-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154d4f,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154d4f-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154d5z,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154d5z-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154d6g,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154d6g-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154d70,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154d70-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154d8h,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154d8h-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154d91,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154d91-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dbj,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dbj-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dc2,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dc2-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154ddk,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154ddk-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154df3,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154df3-1-master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dgm,ark:/21198/zz001549hp,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dgm-1-master.tif,12,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dh4,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dh4-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154djn,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154djn-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dk5,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dk5-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dmp,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dmp-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dn6,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dn6-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dpq,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dpq-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dq7,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dq7-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154drr,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154drr-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154ds8,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154ds8-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dts,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dts-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dv9,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dv9-1-master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dwt,ark:/21198/zz001549j6,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dwt-1-master.tif,12,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dxb,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dxb-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154dzv,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154dzv-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154f0v,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154f0v-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154f1c,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154f1c-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154f2w,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154f2w-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154f3d,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154f3d-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154f4x,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154f4x-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154f5f,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154f5f-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154f6z,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154f6z-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154f7g,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154f7g-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154f80,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154f80-1-master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154f9h,ark:/21198/zz001549kq,2,Completed,ChildWork,scwu/images/masters/21198-zz00154f9h-1-master.tif,12,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154fb1,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154fb1-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154fcj,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154fcj-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154fd2,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154fd2-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154ffk,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154ffk-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154fg3,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154fg3-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154fhm,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154fhm-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154fj4,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154fj4-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154fkn,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154fkn-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154fm5,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154fm5-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154fnp,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154fnp-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154fp6,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154fp6-1-master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00154fqq,ark:/21198/zz001549m7,2,Completed,ChildWork,scwu/images/masters/21198-zz00154fqq-1-master.tif,12,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,
