Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Name.subject,Relation.isPartOf,Subject,Name.collector,Name.repository,Description.contents,Relation.box,Relation.subseries,Relation.file,Relation.series,Alt ID.local,Title,Date.creation,Description.note,Description.condition,Format.extent,Language,AltTitle.other,Description.abstract,Date.normalized,Opac url,Finding Aid URL,IIIF Manifest URL
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddn9,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjrs,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-034-03,"[Cash accounting], 1904 September 10",1904-09-10,"Cash accounting report, dated 10 September 1904, for guest performance by Isadora Duncan.","Half sheet, with 2 holes punched along left edge (upper hole torn through and paper loss).","Print, 1 leaf (1 page) with manuscript annotations in ink and pencil.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddn9/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddpt,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjxc,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-036-01,"Abrechnung des Concertes der Miss Duncan, 1904 October 20",1904-10-20,"Statement of account, dated 20 October 1904, for guest performance by Isadora Duncan, 18 October 1904. Signed by Director [illegible] of the Board, Der Warschauer Philharmonie. Postal stamp in lower left corner.","Folded, with 3 holes punched along left edges.","Manuscript, 1 leaf (4 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddpt/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddqb,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdj50,text,paged,,private,,copyrighted,,,,,,,7,1,1. Business Papers 1905-1907,"02. Box Office Statements, 1905",1. Isadora Duncan,002-025-02,"Theater in Baden, 1905 September 11",1905-09-11,Bill for guest performance by Isadora Duncan dated 1905 September 11,"Folded, with 2 holes punched on left",,ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddqb/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddrv,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdj71,text,paged,,private,,copyrighted,,,,,,,7,1,1. Business Papers 1905-1907,"02. Box Office Statements, 1905",1. Isadora Duncan,002-026,"Kassen-Rapport, 1905 January 25",1905-01-25,"Cash report, dated Wednesday, 25 January 1905, signed by Paul Bauer. With a second half-sheet of accounting figures, ""Es wurden zum verkauf gestellt.""","Kassen-Rapport: folded horizontally, with 4 holes punched along fold. Sheet 2: Half-sheet, with 2 holes punched along right edge.  Right edge has been torn, rather than cut.","Print, 1 leaf (1 page), with manuscript annotations, signed. With a second half-sheet of figures.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddrv/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddsc,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdj8j,text,paged,,private,,copyrighted,,,,,,,7,1,1. Business Papers 1905-1907,"02. Box Office Statements, 1905",1. Isadora Duncan,002-027-02,"Kassenrapport, 1905 February 27",1905-02-27,"Cash accounting report, dated 27 Feburary 1905, with 2 signatures [illegible] in lower right corner.","Folded horizontally, with 4 holes punched along horizontal fold.",Print.,ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddsc/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddtw,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdj92,text,paged,,private,,copyrighted,,,,,,,7,1,1. Business Papers 1905-1907,"02. Box Office Statements, 1905",1. Isadora Duncan,002-028-01,"Kassen-Rapport, 1905 March 1",1905-03-01,"Cash accounting report, dated Wednesday, 1 March 1905, for guest performance by Isadora Duncan.","Folded horizontally, with 4 holes punched along horizontal fold.","Print, 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddtw/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddvd,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjbk,text,paged,,private,,copyrighted,,,,,,,7,1,1. Business Papers 1905-1907,"02. Box Office Statements, 1905",1. Isadora Duncan,002-028-02,"Kassen-Rapport, 1905 March 2",1905-03-02,"Cash accounting report, dated Thursday, 2 March 1905, for guest performance by Isadora Duncan.","Folded horizontally, with 5 holes punched along horizontal fold.","Print 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddvd/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddwx,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjs9,text,paged,,private,,copyrighted,,,,,,,7,1,1. Business Papers 1905-1907,"02. Box Office Statements, 1905",1. Isadora Duncan,002-035-01,"Compte de la Séance Duncan, 1905 November 17",1905-11-17,"Cash accounting report, dated 17 November 1905, for guest performance by Isadora Duncan, 15 November 1905. Signed by M. Eschig, Bruxelles.",Folded vertically.,"Manuscript, 1 leaf (1 page) with manuscript annotations, signed.",fre,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddwx/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddxf,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjtt,text,paged,,private,,copyrighted,,,,,,,7,1,1. Business Papers 1905-1907,"02. Box Office Statements, 1905",1. Isadora Duncan,002-035-02,"Compte de la Séance de Miss Duncan, 1905 November 17",1905-11-17,"Cash accounting report, dated 23 November 1905, for guest performance by Isadora Duncan, 17 November 1905. Signed by M. Eschig, Bruxelles.",Folded vertically.,"Manuscript, 1 leaf (1 page) with manuscript annotations, signed.",fre,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddxf/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddzz,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjvb,text,paged,,private,,copyrighted,,,,,,,7,1,1. Business Papers 1905-1907,"02. Box Office Statements, 1905",1. Isadora Duncan,002-035-03,"Depenses pour le 20 & 21 Novembre, 1905 November",1905-11,"Cash accounting report, dated 30 November 1905, for guest performances by Isadora Duncan, 20 & 21 November 1905. Signed by M. Eschig, Brussel.",Folded vertically.,"Manuscript, 1 leaf (1 page) with manuscript annotations, signed.",dut,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddzz/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdf0z,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdpbh,text,paged,,private,,copyrighted,,,,,,,7,1,1. Business Papers 1905-1907,"02. Box Office Statements, 1905",1. Isadora Duncan,002-036,"Bill, n.d.",n.d.,"List of items and calculations of cost, no date.",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdf0z/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdf1g,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjdm,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-030-01,"Inseraten-Rechnung, 1906 March 26",1906-03-26,"Advertising statement of account, dated 26 March 1906, for guest performance by Isadora Duncan.",Folded horizontally. Tear on right edge of horizontal fold.,"Print, 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdf1g/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdf20,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjf4,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-030-02,"Inseraten-Rechnung, 1906 March 29",1906-03-29,"Advertising statement of account, dated 29 March 1906, for guest performance by Isadora Duncan.",Folded horizontally.,"Print, 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdf20/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdf41,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjgn,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-032-01,Tourneé,1906 (?) April,"Production accounting, dated ""19/4,"" for guest performance by Isadora Duncan, signed ""Stumpff,"" Arnhem.","Folded vertically, with 2 holes punched along left edge.","Print, 1 leaf (1 page), with manuscript annotations, signed.",dut,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdf41/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdf5j,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjh5,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-032-02,Verantwoording,1906-04,"Statement of box office net (?), dated Thursday, 19 April 1906, for guest performance by Isadora Duncan, signed [illegible], ""De Bureaulist.""","Half sheet, with 2 holes punched along left edge.","Print, 1 leaf (1 page), with manuscript annotations, signed.",dut,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdf5j/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdf62,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjzw,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"1. Box Office Statements, 1904-1905",1. Isadora Duncan,002-036-02,"Abrechnung des Concertes der Miss Duncan, 1904 October 22",1904-10-22,"Statement of account, dated 22 October 1904, for guest performance by Isadora Duncan, 20 October 1904. Signed by Director [illegible] of the Board, Der Warschauer Philharmonie.","Folded, with 3 holes punched along left edges.","Manuscript, 1 leaf (4 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdf62/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdf7k,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk0w,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"1. Box Office Statements, 1904-1905",1. Isadora Duncan,002-036-03,"Abrechnung des Concertes der Miss Duncan, 1904 October 24",1904-10-24,"Statement of account, dated 24 October 1904, for guest performance by Isadora Duncan, 22 October 1904. Signed by Director [illegible] of the Board, Der Warschauer Philharmonie.","Folded, with 3 holes punched along left edges.","Manuscript, 1 leaf (4 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdf7k/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdf83,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk1d,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"1. Box Office Statements, 1904-1905",1. Isadora Duncan,002-036-04,"Abrechnung des Concertes der Miss Duncan, 1904 October 25",1904-10-25,"Statement of account, dated 25 October 1904, for guest performance by Isadora Duncan, 24 October 1904. Signed by Director [illegible] of the Board, Der Warschauer Philharmonie.","Folded, with 5 holes punched along left edges.","Manuscript, 1 leaf (4 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdf83/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdf9m,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk2x,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"1. Box Office Statements, 1904-1905",1. Isadora Duncan,002-036-05,"Abrechnung des Concertes der Miss Duncan, 1904 November 2",1904-11-02,"Statement of account, dated 2 November 1904, for guest performance by Isadora Duncan, 27 October 1904. Signed by Director [illegible] of the Board, Der Warschauer Philharmonie.","Folded, with 4 holes punched along left edges.","Manuscript, 1 leaf (4 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdf9m/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfb4,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk3f,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"1. Box Office Statements, 1904-1905",1. Isadora Duncan,002-037-01,"Nachweis, 1904 November 28",1904-11-28,"Proof of tickets sold, dated 28 November 1904, for guest performance by Isadora Duncan. Signed ""Johannes Müller"" M[illegible].",2 holes punched along left edges.,"Print, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfb4/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfcn,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk4z,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"1. Box Office Statements, 1904-1905",1. Isadora Duncan,002-037-02,"Nachweis, 1904 November 29",1904-11-29,"Proof of tickets sold, dated 29 November 1904, for guest performance by Isadora Duncan. Signed ""Johannes Müller"".",2 holes punched along left edges.,"Print, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfcn/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfd5,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk5g,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"1. Box Office Statements, 1904-1905",1. Isadora Duncan,002-037-03,"Nachweis, 1905 January 10",1905-01-10,"Proof of tickets sold, dated 10 January 1905, for guest performance by Isadora Duncan. Signed ""Johannes Müller"" [illegible].","Folded horizontally, with 4 holes punched along horizontal fold.","Print, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfd5/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdffp,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk60,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"1. Box Office Statements, 1904-1905",1. Isadora Duncan,002-037-04,"Nachweis, 1905 January 11",1905-01-11,"Proof of tickets sold, dated 11 January 1905, for guest performance by Isadora Duncan. Signed ""Johannes Müller.""","Folded horizontally, with 4 holes punched along horizontal fold.","Print, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdffp/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfg6,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk7h,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"1. Box Office Statements, 1904-1905",1. Isadora Duncan,002-037-05,"Nachweis, 1905 January 16",1905-01-16,"Proof of tickets sold, dated 16 January 1905, for guest performance by Isadora Duncan. Signed ""Johannes Müller.""","Folded horizontally, with 4 holes punched along horizontal fold.","Print, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfg6/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfhq,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk81,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"1. Box Office Statements, 1904-1905",1. Isadora Duncan,002-037-06,"Nachweis, 1905 January 21",1905-01-21,"Proof of tickets sold, dated 21 January 1905, for guest performance by Isadora Duncan. Signed ""Johannes Müller.""","Folded horizontally, with 4 holes punched along horizontal fold.","Print, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfhq/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfj7,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkj5,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-039-01,"Redovisningslista för biljettförsäljning, 1906 May 1",1906-05-01,"Account of tickets sold, dated 1 May 1906, for guest performance by Isadora Duncan.","2 holes punched along left edge. Torn and folded on upper edge, with some paper loss.","Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfj7/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfkr,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkkp,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-039-02,"Redovisningslista för biljettförsäljning, 1906 May 3",1906-05-03,"Account of tickets sold, dated 3 May 1906, for guest performance by Isadora Duncan.",2 holes punched along left edge.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfkr/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfm8,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkm6,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-039-03,"Redovisningslista för biljettförsäljning, 1906 May 5",1906-05-05,"Account of tickets sold, dated 5 May 1906, for guest performance by Isadora Duncan.",2 holes punched along left edge. Tear along lower edge. Tear just above lower right corner.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfm8/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfns,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdknq,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-039-04,"Redovisningslista för biljettförsäljning, 1906 May 6",1906-05-06,"Account of tickets sold, dated 6 May 1906, for guest performance by Isadora Duncan.",2 holes punched along left edge. Paper loss at lower left corner.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfns/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfp9,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkp7,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-039-06,"Redovisningslista för biljettförsäljning, 1906 May 9",1906-05-09,"Account of tickets sold, dated 9 May 1906, for guest performance by Isadora Duncan.",2 holes punched along left edge. Folded lower left corner.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfp9/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfqt,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkqr,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-039-07,"Redovisningslista för biljettförsäljning, 1906 May 11",1906-05-11,"Account of tickets sold, dated 11 May 1906, for guest performance by Isadora Duncan.",2 holes punched along left edge. Paper loss at lower left corner. Tears along lower edge.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfqt/manifest
