"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","Name.artist","Subject","Type.genre","Rights.permissionNote","Rights.permission","Name.copyrightHolder","Name.repository","Name.publisher","Name.subject","Name.contributor","Name.calligrapher","Name.photographer","Name.manufacturer","Name.donor","Name.creator","Title","Alt ID.collection","Alt ID.local","Date.creation","Date.normalized","Format.extent","Description.note","Relation.isPartOf","Relation.relatedTo","Coverage.geographic","Format.dimensions","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnw9","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnw9_1708219_master.tif","","","","still image","copyrighted","Romero, Frank (American muralist, born 1941)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Un Corazon por la Gente","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_397.tif","1974","1974","1 slide","This mural was the first to occupy this same wall. In about 1974 Frank Romero covered 200 square feet with a whimsical spray can heart. In 1978 the Citywide Mural Project brought together several artists to paint OUR PEOPLE (70' x 16'). Among those involved were John Valadez, Barbara Carrasco, Glenna Boltuch (Avila), Carlos Callejo, Leo Lim¢n, George Yepes, and Rod Sakai. In the early 1980s that mural was destroyed when new earthquake codes required Payless Shoes to add steel H-beams and make other improvements to its unreinforced masonry building.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnw9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnw9/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnxt","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnxt_1704270_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|Martinez, Daniel (American muralist, 20th century, Los Angeles)|~|documentary photography","slides (photographs)|~|mural paintings (visual works)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","","","","","","","","","","","""Untitled"" by Daniel Martinez","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_289.tif","1974","1974","1 slide","Mural located at Estrada Courts housing projects.","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnxt","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnxt/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025nnzb","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025nnzb_1708225_master.tif","","","","still image","copyrighted","Romero, Frank (American muralist, born 1941)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Un Corazon por la Gente","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_399.tif","1974","1974","1 slide","This mural was the first to occupy this same wall. In about 1974 Frank Romero covered 200 square feet with a whimsical spray can heart. In 1978 the Citywide Mural Project brought together several artists to paint OUR PEOPLE (70' x 16'). Among those involved were John Valadez, Barbara Carrasco, Glenna Boltuch (Avila), Carlos Callejo, Leo Lim¢n, George Yepes, and Rod Sakai. In the early 1980s that mural was destroyed when new earthquake codes required Payless Shoes to add steel H-beams and make other improvements to its unreinforced masonry building.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025nnzb","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nnzb/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025np0b","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025np0b_1704273_master.tif","","","","still image","copyrighted","The Muralistics","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Ocean Fantasy","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_290.tif","1975","1975","1 slide","Mural located at 3280 Glenn Ave at the Estrada Courts housing projects.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025np0b","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025np0b/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025np1v","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025np1v_1708228_master.tif","","","","still image","copyrighted","Romero, Frank (American muralist, born 1941)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Un Corazon por la Gente","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_400.tif","1974","1974","1 slide","This mural was the first to occupy this same wall. In about 1974 Frank Romero covered 200 square feet with a whimsical spray can heart. In 1978 the Citywide Mural Project brought together several artists to paint OUR PEOPLE (70' x 16'). Among those involved were John Valadez, Barbara Carrasco, Glenna Boltuch (Avila), Carlos Callejo, Leo Lim¢n, George Yepes, and Rod Sakai. In the early 1980s that mural was destroyed when new earthquake codes required Payless Shoes to add steel H-beams and make other improvements to its unreinforced masonry building.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025np1v","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025np1v/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025np2c","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025np2c_1704390_master.tif","","","","still image","copyrighted","Dominguez, Lydia","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","If We Could Share","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_291.tif","1976","1976","1 slide","Mural located at 3322 1/2 Hunter st. (near Concord st.) at the Estrada Courts housing projects","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025np2c","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025np2c/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025np4d","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025np4d_1704393_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by P. Rochas and Roger Provencio","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_292.tif","1975","1975","1 slide","Mural located at Estrada Courts housing projects.","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025np4d","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025np4d/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025np6f","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025np6f_1704396_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by Norma Montoya","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_293.tif","1975","1975","1 slide","Estrada Courts","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025np6f","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025np6f/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025np7z","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025np7z_1833376_master.tif","","","","still image","copyrighted","Hernandez, Judithe (American designer, muralist, and teacher, born 1948)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Generations","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_124.tif","1976","1976","1 slide","Mural located at Ramona Gardens housing projects.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025np7z","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025np7z/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025np8g","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025np8g_1704399_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|Felix, Charles|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Untitled","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_294.tif","1975","1975","1 slide","Mural located at Estrada Courts housing projects.Artist: Charles Felix","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025np8g","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025np8g/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025npbh","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025npbh_1704402_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|Felix, Charles|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by Charles Felix","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_295.tif","1975","1975","1 slide","Mural located at Estrada Courts housing projects.","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025npbh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025npbh/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025npdj","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025npdj_1704405_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|Mural painting and decoration|~|Felix, Charles|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by Charles Felix","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_296.tif","1975","1975","1 slide","Mural located at Estrada Courts housing projects.","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025npdj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025npdj/manifest"
