Item ARK,Parent ARK,Object Type,Title,Item Sequence,File Name,AltTitle.other,Thumbnail,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal,viewingHint,Contributor,IIIF Manifest URL
ark:/21198/z1f785k2,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Official Opening Ceremony - Conference of Nursing Administrators,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612vzr,Ephemera Collection,,"August 31, 1959",1959-08-31,13.1939,59.5432,The Ceremony was sponsored by the Federal Government. The Federal government was the governing body responsible for the West Indies Federation which was a short-lived political union among ten Caribbean countries between the years 1958 and 1962.,21.7 cm x 16.1 cm,2 pages,,programs (documents),,Box Ci-Cz|~|Folder 3,West Indies Federation,,,Jamaica,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Congresses and conventions|~|Government|~|Politics,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f785k2/manifest
ark:/21198/z1f785mh,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Installation of Sir Clifford Straughn Husbands as Governor-General of Barbados,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np41cj,Ephemera Collection,,"June 1, 1996",1996-06-01,13.1939,59.5432,"Program for the installation of Sir Clifford Straughn Husbands as Governor-General of Barbados on June 1, 1996 at the Senate Chamber, Parliament Buildings. Contains schedule of events and names of dignitaries.",27.9 cm x 21.4 cm,11 pages,,Event programs,,Collection C319|~|Box GHI|~|Folder 2,Government of Barbados,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Barbados|~|Governors General,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f785mh/manifest
ark:/21198/z1f785nz,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Souvenir Programme for St. Cecilia's Festival of Music 1954,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd0015,Ephemera Collection,,November 1954,1954-11,13.1939,59.5432,"Booklet for a festival of music at St. Cecilia's featuring the Festival Choir, the Barbados Police band, and ballet. The festival was held at the Empire Theatre on November 24 and 25, 1954.",26.8 cm x 20.6 cm,26 pages,,Program booklets|~|Event programs|~|Performance programs,,Collection C319|~|Box KQ|~|Folder 9,Festival Choir Committee,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Music festivals|~|Choir festivals,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f785nz/manifest
ark:/21198/z1f785pd,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Barbados National Theatre Workshop: Drama Moderne,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp70m3,Ephemera Collection,,February 1968,1968-02,13.1939,59.5432,"Booklet with the program and cast information for a series entitled ""Drama Moderne,"" presented by the Barbados National Theatre Workshop at the Civic Theatre, Queen's House, Queen's Park, in February 1968. The series consisted of the following plays: ""Medea"" by Anouilh, ""The Stronger"" by Strindberg, ""The Dumbwaiter"" by Pinter, and ""The Lesson"" by Ionesco.",23 cm x 15 cm,12 pages,,theater programs|~|booklets,,Collection C320|~|Box T|~|Folder 5,Barbados National Theatre Workshop,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Theater|~|Drama,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f785pd/manifest
ark:/21198/z1fb6vzj,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Voices 1: An Anthology of Barbadian Writing Book Launch Programme,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2ht2,Ephemera Collection,,"November 29, 1997",1997-11-29,13.1939,59.5432,Programme of events for the launch of Voices 1: An Anthology of Barbadian Writing held on 29 November 1997 at Queen's Park Gallery.,21.6 cm x 13.9 cm,3 pages,,programs (documents),,Collection C319|~|Box A-B|~|Folder 15,National Cultural Foundation,,,Barbados,The National Cultural Foundation,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Books|~|Events|~|Caribbean fiction (English),Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fb6vzj/manifest
ark:/21198/z1fb6w0d,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Service of Thanksgiving: Meta Williams,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v79vd,Ephemera Collection,,"March 13, 1999",1999-03-13,13.1939,59.5432,"Booklet for the funeral service of Meta Williams, late of Upper Carlton, St. James, held at the Salvation Army Corp. Upper Carlton, St. James, on March 13, 1999, at 2:30 pm.",14 x 22 cm,8 pages,,Program booklets|~|Memorial service programs,,Collection C319|~|Box D-F,,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Funerals|~|Funeral service,Saint James (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fb6w0d/manifest
ark:/21198/z1fb6w1v,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Caribbean Revelry,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52j89,Ephemera Collection,,"November 23, 1953",1953-11-23,13.1939,59.5432,"Booklet with information about the plot and cast for the play ""Caribbean Revelry,"" presented by Judy Graham, that took place  on November 23, 1953, possibly at the Empire Theatre. The booklet contains numerous advertisements.",21.4 cm x 14 cm,30 pages,,theater programs|~|booklets,,Collection C320|~|Box T|~|Folder 2,Judy Graham,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Theater|~|Drama,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fb6w1v/manifest
ark:/21198/z1ff5k9c,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Frank Collymore Literary Endowment: Seventh Awards Ceremony,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2c25,Ephemera Collection,,"January 8, 2005",2005-01-08,13.1939,59.5432,"Programme of events for the seventh awards ceremony held annually by the Frank Collymore Literacy Endowment, an initiative of the Central Bank of Barbados. Held on Saturday, January 8, 2005 at Grande Salle, Tom Adams Financial Centre.",21.3 cm x 10 cm,4 pages,,brochures,,Collection C319|~|Box A-B|~|Folder 11,Central Bank of Barbados,,,Barbados,Central Bank of Barbados,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Events|~|Awards presentations,Saint Michael (Barbados),21st Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ff5k9c/manifest
ark:/21198/z1ff5kbt,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Diamond Jubilee ''Airlift'',,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2jcn,Ephemera Collection,,"December 4, 1970",1970-12-04,13.1939,59.5432,"Program for a pageant entitled Diamond Jubilee ""Airlift"" presented by the Barbados Girl Guides Association in commemoration of the Diamond Jubilee of Guiding. The event was held at Kensington Oval on Friday, December 4, 1970.",23.1 cm x 18.5 cm,5 pages,,programs (documents),,Box Ci-Cz|~|Folder 1,Barbados Girl Guides Association,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Pageants|~|Junior Girl Scouts,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ff5kbt/manifest
ark:/21198/z1ff5kc8,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Remembrance Day 1965,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1zwh,Ephemera Collection,,"November 14, 1965",1965-11-14,13.1939,59.5432,"Booklet with the order of service for Remembrance Day 1965 held on November 14, 1965, at the War Memorial, Trafalgar Square, Bridgetown.",20 cm x 12.1 cm,7 pages,,Program booklets|~|Memorial programs,,Collection C319|~|Box KQ|~|Folder 6,Government of Barbados,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,War memorials|~|Remembrance Sunday,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ff5kc8/manifest
ark:/21198/z1fj48vg,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,"""Can You Tell Me The Way To Heaven?""",,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs7r2v,Ephemera Collection,,Between 1970 and 1980,1970/1980,13.1939,59.5432,"Flyer consisting of Bible scriptures published by the Pilgrim Tract Society Inc. (Randleman, NC, USA), and distributed by People's Cathedral, Bridgetown, Barbados.",12.9 cm x 9 cm,4 pages,,fliers (printed matter),,Collection C319|~|Box C-Ch,Pilgrim Tract Society Inc.,,,U.S.A.,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Church|~|Scriptures|~|Bible|~|Missionary work,Saint Michael (Barbados),20th century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj48vg/manifest
ark:/21198/z1fj48wx,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,"State Service of Dr. Hugh Gordon Cummins , C.B.E",,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t170jh,Ephemera Collection,,"October 29, 1970",1970-10-29,13.1939,59.5432,"Booklet for the state service of Dr. Hugh Gordon Cummins, C.B.E held at the St. Michael's Cathedral on Thursday, October 29, 1970 at 3:00 p.m. Dr. Hugh Gordon Cummins was a Barbadian politician who served as the second Premier of Barbados, from April 17, 1958 to December 8, 1961, and was a member of the Barbados Labour Party.",16.5 x 20 cm,9 pages,,Program booklets|~|Memorial service programs,,Collection C319|~|Box D-F,Government of Barbados,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Funerals|~|Funeral service,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj48wx/manifest
ark:/21198/z1fj48xc,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,"""The Economics of Education"": Lecture by Dr. Marion Williams",,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m925qt,Ephemera Collection,,"December 7, 2004",2004-12-07,13.1939,59.5432,"Invitation to the 14th Rudolph Goodridge Memorial Lecture and Education Awards ceremony, held on December 7, 2004, at the New Teaching Complex, UWI, Cave Hill campus. The lecture was entitled ""The Economics of Education"" and was delivered by Dr. Marion Williams, Governor of the Central Bank of Barbados.",10.9 cm x 14 cm,3 pages,,Invitations|~|Awards ceremonies|~|Lectures,,Collection C319|~|Box KQ|~|Folder 2,National Forum on Education|~|Ameritech Global Services and Days Books,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Lectures|~|Memorial services|~|Economics|~|Education|~|Awards ceremonies,Saint Michael (Barbados),21st Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj48xc/manifest
ark:/21198/z1fj48zt,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Official Handover and Opening Ceremony of the School for the Deaf,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224r2q,Ephemera Collection,,"September 17, 1968",1968-09-17,13.1939,59.5432,"Flyer containing the program for the official handover and opening ceremony of the School for the Deaf by the Lions' Club of Barbados and the Barbados Association for the Blind and Deaf. The event took place at the Pine, St. Michael, on September 17, 1968.",27.8 cm x 21.6 cm,1 page,,fliers (printed matter)|~|programs (documents),,Collection C320|~|Box RS|~|Folder 8,Lions Club of Barbados|~|Barbados Association for the Blind and Deaf Inc.,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Schools|~|Inauguration|~|Charities|~|Associations,Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj48zt/manifest
ark:/21198/z1fn3069,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,"""Barbados Revisited"": Exhibition by Jackie Hinckson",,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5g0d,Ephemera Collection,,1987,1987,13.1939,59.5432,"Brochure for ""Barbados Revisited,"" an exhibit of art by Trinidadian artist Jackie Hinkson. Held 29 August to 18 September, 1987, at Queen's Park Gallery. Hinkson's work includes paintings of landscape, seascape, architecture and people. His painting methods include the use of watercolours, oils, acrylics, ink, pencil and crayon.",21.3 cm x 15.3 cm,5 pages,,exhibition catalogs|~|booklets,,Collection C319|~|Box A-B|~|Folder 7,National Cultural Foundation,,,Barbados,National Cultural Foundation,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,"Exhibitions|~|Arts, Caribbean|~|Painters in art",Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn3069/manifest
ark:/21198/z1fn307r,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Careers Showcase,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx88z7,Ephemera Collection,,"November 3, 2000",2000-11-03,13.1939,59.5432,"Program for the event ""Careers Showcase,"" organized by the National Library Service, which focused on careers in the information field, held at Sherbourne Conference Centre on November 3, 2000 from 9:00 a.m. - 6:00 p.m.",14.5 x 22 cm,4 pages,,Event programs,,Collection C319|~|Box D-F,National Library Service,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Exhibitions|~|National librariers|~|Career fairs,Saint Michael (Barbados),21st Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn307r/manifest
ark:/21198/z1fn3086,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Official Opening of The Queen Elizabeth Hospital,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb05bn,Ephemera Collection,,"November 14, 1964",1964-11-14,13.1939,59.5432,"Booklet containing information on and schedule of the official opening of the Queen Elizabeth Hospital by Prince Philip, Duke of Edinburgh, on November 14, 1964. It contains the names of dignitaries and doctors presented to Prince Philip, as well as the wards visited by the party.",16.4 cm x 12.3 cm,10 pages,,programs (documents)|~|booklets,,Collection C320|~|Box RS|~|Folder 4,Government of Barbados,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,"Hospitals|~|Inauguration|~|Commonwealth countries|~|West Indies, British--Politics and government|~|Visits of state|~|Royal households--Great Britain",Saint Michael (Barbados),20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn3086/manifest
ark:/21198/z1fr1pjb,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,375th Anniversary of the City of Bridgetown,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4z2w,Ephemera Collection,,"July 5, 2003",2003-07-05,13.1939,59.5432,"The Official Launch of the 375th Anniversary Celebrations of the Settlement of Bridgetown. Contains program of events. Bridgetown is the capital city of the island of Barbados. It was settled by English colonizers on 25th July, 1628.",30.5 cm x 11.5 cm,4 pages,,programs (documents),,Collection C319|~|Box A-B|~|Folder 4,Government of Barbados,,,Barbados,Government of Barbados,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Anniversaries|~|Capitals (Cities)|~|Colonial cities|~|Port cities|~|Events,Saint Michael (Barbados),21st Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fr1pjb/manifest
ark:/21198/z1fr1pks,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,Prayer Card: Charismatic Renewal (Holy Spirit) Group,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm751x,Ephemera Collection,,Between 1990 and 2010,1990/2010,13.1939,59.5432,"Prayer Card for the prayer meeting of the Charismatic Renewal (Holy Spirit) Group held at the St. Cyprian Church, George St, 7th Ave, St. Michael, Barbados.",13.6 cm x 11.9 cm,4 pages,,brochures,,Collection C319|~|Box C-Ch,Charismatic Renewal (Holy Spirit) Group,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Prayer|~|Religion -- Rites and ceremonies,Saint Michael (Barbados),20th century/21st century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fr1pks/manifest
ark:/21198/z1fr1pm7,ark:/21198/z1rf7n15|~|ark:/21198/z13b7wpn,Work,King George V Silver Jubilee Celebrations,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0hqg,Ephemera Collection,,May 1935,1935-05,13.1939,59.5432,"Booklet in honor of the celebrations commemorating the twenty-fifth anniversary of King George V's ascension to the throne (1910-1935). The booklet outlines various events held throughout the week. The celebration started on May 6, 1935, a public holiday, with mass and the King's address broadcasted on Radio Distribution (Barbados) Ltd. On May 7, public schools presented a pageant ""representing Brittania and the Empire"" with parts of the Empire (in Britain, Canada, Australia, New Zealand, India, Africa, and the West Indies) shown in costumes. Other events, such as parades, marches, athletics, horse races, and performances took place the rest of the week.",25.2 cm x 18.7 cm,15 pages,,Program booklets|~|Event programs,,Collection C319|~|Box KQ|~|Folder 1,Jubilee Committee,,,Barbados,,Barbados Department of Archives,text,public domain,Barbados Department of Archives,,Commemorations|~|Coronations|~|Kings and rulers--coronation|~|Crowning of sovereigns|~|Celebrations|~|Music|~|Performances,,20th Century,paged,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fr1pm7/manifest
